French,MOSSI
"36  Et il prit un petit enfant, le plaça au milieu d’eux, mit ses bras autour de lui et leur dit+ :","36  Rẽ poore, bãmb peega bi-bilf n yals b sʋka, n dɩk b nus n mobg-a n yeele:"
"37  “ Qui reçoit un de ces petits enfants à cause de mon nom, me reçoit ; et qui me reçoit, reçoit, non pas moi [seulement], mais [aussi] celui qui m’a envoyé+. ” ","37  “Ned ning sẽn deegd kom-bõon-kãensã buudã nin-⁠yend mam yʋʋr yĩnga, a reegda ma-me. La ned ning sẽn deegd maam, pa maam bal la a reegd ye. A reegda Soab ning sẽn tʋm maamã me.” "
"38  Jean lui dit : “ Enseignant, nous avons vu un certain homme expulser des démons en se servant de ton nom et nous avons essayé de l’en empêcher+, parce qu’il ne nous accompagnait pas+. ”","38  A Zã yeela bãmb yaa: “Karen-saamba, tõnd yãa ned sẽn digd zĩn-dãmb ne yãmb yʋʋre, la tõnd bao n na n gɩdg-a lame, a sẽn pa tũud tõndã yĩnga.”"
"39  Mais Jésus dit : “ N’essayez pas de l’en empêcher, car il n’y a personne qui fasse une œuvre de puissance à cause de mon nom et puisse vite m’injurier+ ;","39  La a Zeezi yeelame: “Da bao-y n gɩdg-y-yã-a ye. Bala ned kae sẽn na n maan yel-solemd ne mam yʋʋre, la a wẽneg n gom n sãbs maam zĩig pʋgẽ ye."
40  car qui n’est pas contre nous est pour nous+.,"40  Bala, ned sã n pa kɩɩsd tõndo, a bee ne tõndo."
"41  Car quiconque vous donne à boire une coupe+ d’eau pour la raison que vous appartenez à Christ+, vraiment, je vous le dis : Il ne perdra en aucune façon sa récompense.","41  La ned sã n kõ yãmb koom tɩ y yũ, yãmb sẽn yaa Kirist karen-biisã yĩnga, mam yeta yãmb sɩd t’a pa na n kong a keoorã ye."
"42  Mais qui fait trébucher un de ces petits qui croient, mieux vaudrait pour lui qu’on lui ait mis autour du cou une de ces meules de moulin que font tourner les ânes et qu’on l’ait bel et bien jeté à la mer+. ","42  La ned ning sẽn na n kɩt tɩ kom-bõon-kãensã sẽn tar tẽebã nin-⁠yend lake, sẽn são ne yẽ soabã yaa b sẽn na n loe a yublã ne neer kug nins bõensã sẽn tɛtã a yembre, n lob-a mogrã pʋgẽ. "
"43  “ Et si jamais ta main te fait trébucher, coupe-​la ; mieux vaut pour toi entrer dans la vie estropié que de t’en aller avec deux mains dans la géhenne*, dans le feu qu’il est impossible d’éteindre+.","43  “Fo nug sã n kʋɩɩbd foom bɩ f fiuug-a. Fo sẽn na n paam vɩɩm ne nug-yɛng n são b sẽn na n lob foo Zeyɛnne,* bugum ning sẽn pa tõe n kiisã pʋgẽ ne nus a yiibu."
44 * ——,44  *—⁠—⁠
"45  Et si ton pied te fait trébucher, coupe-​le ; mieux vaut pour toi entrer dans la vie boiteux+ que d’être jeté avec deux pieds dans la géhenne+.","45  La fo naoor sã n kʋɩɩbd foom, bɩ f fiuug-a. Fo sẽn na n paam vɩɩm ne nao-yɛng n são b sẽn na n lob foo Zeyɛn* ne nao a yiibu."
46 * ——,46  *—⁠—⁠
"47  Et si ton œil te fait trébucher, jette-​le+ ; mieux vaut pour toi entrer borgne dans le royaume de Dieu que d’être jeté avec deux yeux dans la géhenne+,","47  La fo nifã sã n kʋɩɩbd foom, bɩ f feoog-a. Fo sẽn na n kẽ Wẽnnaam Rĩungã pʋgẽ ne nif-yɛng n são b sẽn na n lob foo ne nin a yiib Zeyɛnne,*"
48  où leur larve ne meurt pas et le feu ne s’éteint pas+. ,"48  zĩig ning zũnzũyã sẽn pa kiidi, la bugmã sẽn pa kiidã. "
49  “ Car tout homme doit être salé+ par le feu.,"49  “Bala, Wẽnnaam tog n yugla nin-kãens buudã bugum, wa ned sẽn yugend rɩɩb yamsem to-to wã."
"50  Le sel est excellent, mais si jamais le sel perd sa force*, avec quoi l’assaisonnerez-​vous+ ? Ayez du sel+ en vous-​mêmes, et soyez en paix+ entre vous. ”","50  Yamsem yaa sõma, la yamsem noosem sã n yi, bõe la y tõe n maan t’a le paam noosem? Bɩ y yɩ wa yamsem, la y kell n zĩnd ne taab ne laafɩ.”"
"10  De là il se leva et vint aux frontières de la Judée et de l’autre côté du Jourdain, et de nouveau des foules se rassemblèrent auprès de lui et, comme il le faisait d’habitude, de nouveau il les enseignait+.","10  Bãmb yii be n kẽng Zide soolmã toadgẽ, Zʋrdẽ kʋɩlgã rʋʋnde. La neb kʋʋng n le tigim taab bãmb nengẽ. B le sɩnga nebã zãmsg wa b sẽn da minim n maandẽ wã."
"2  Des Pharisiens s’avancèrent alors et, pour le mettre à l’épreuve, ils l’interrogeaient [pour savoir] s’il est permis à un homme de divorcer d’avec [sa] femme+.",2  La Fariziẽ-rãmb n kolg a Zeezi n dat n mak bãmba. B sok-b lame n na n bãng sã n zemsa ne tõogã tɩ rao bas a paga.
3  En réponse il leur dit : “ Qu’est-​ce que Moïse vous a commandé ? ”,3  Bãmb sok-b lame: “Bõe la a Moyiiz yeel yãmba?”
4  Ils dirent : “ Moïse a permis d’écrire un acte de renvoi et de divorcer [d’avec elle]+. ”,4  Tɩ b yeel yaa: “A Moyiiz kõo sor tɩ b tõe n kõ pag basg sebr la b rig-a.”
5  Mais Jésus leur dit : “ C’est à cause de votre dureté de cœur+ qu’il vous a écrit ce commandement.,5  La a Zeezi yeel-b lame: “Yaa yãmb sũyã sẽn yaa kɛgemsã yĩng la a Moyiiz sẽn gʋls tõ-kãng n kõ yãmbã.
"6  Cependant, dès [le] commencement de [la] création ‘ Il* les fit mâle et femelle+.","6  La hal sɩngrẽ, ‘Wẽnnaam naana bãmb rao la paga."
"7  À cause de cela, l’homme quittera son père et sa mère,","7  Yaa rẽ n kɩt tɩ rao na n bas a ba ne a ma,"
"8  et les deux seront une seule chair+ ’ ; si bien qu’ils ne sont plus deux, mais une seule chair.",8  la b yiibã na n yɩɩ yĩng a yembre.’ Dẽnd b pa le yaa yiib yɛs ye. B lebga yĩng a yembre.
"9  Donc, ce que Dieu a attelé au même joug, que l’homme ne le sépare pas+. ”","9  Woto wã, bũmb nins Wẽnnaam sẽn lagem taabã, bɩ ned ra welg-b ye.”"
"10  Quand ils furent de nouveau dans la maison+, les disciples se mirent à l’interroger là-dessus.","10  Bãmb sẽn le wa n be roogẽ, karen-biisã soka bãmb sogsg rẽ wɛɛngẽ."
"11  Et il leur dit : “ Quiconque divorce* d’avec sa femme et se marie avec une autre commet l’adultère+ contre elle,","11  Bãmb yeel-b lame: “Ned sã n bas a pag n tɩ rɩk pag a to, a yoodame n beegd pipi soabã."
"12  et si jamais une femme, après avoir divorcé d’avec son mari, épouse un autre [homme], elle commet l’adultère+. ” ","12  Pag me sã n bas a sɩd n tɩ rɩk rao a to, a yoodame.” "
13  Or des gens lui amenaient des petits enfants pour qu’il les touche ; mais les disciples les réprimandèrent+.,"13  La neb n tall kom-bõoneg n wa a Zeezi nengẽ n dat tɩ b tik-b ne b nusi,* la karen-biisã zab-b lame."
"14  En voyant cela, Jésus fut indigné et leur dit : “ Laissez les petits enfants venir vers moi ; n’essayez pas de les en empêcher, car c’est à leurs pareils qu’appartient le royaume de Dieu+.","14  A Zeezi sẽn yã rẽ, b sũur sãamame tɩ b yeele: “Bas-y kom-bõonegã tɩ b wa mam nengẽ. Ra bao-y n gɩdg-y-b ye. Bala Wẽnnaam Rĩungã yaa sẽn yaa-b wa bãmbã rẽnda."
"15  Vraiment, je vous le dis : Quiconque ne reçoit pas le royaume de Dieu comme un petit enfant n’y entrera en aucune manière+. ”","15  Mam yeta yãmb sɩd tɩ ned sã n pa reeg Wẽnnaam Rĩungã wa bi-bilfu, a pa na n kẽ a pʋgẽ a bada.”"
16  Et il prit les enfants dans ses bras et se mit à les bénir en posant les mains sur eux+. ,"16  La bãmb rɩka kambã n zĩnig b gɛyã zutu, n tik-b ne b nus n ning-b barka. "
"17  Et comme il sortait [pour se mettre] en route, un certain homme accourut et tomba à genoux devant lui et lui posa la question : “ Bon Enseignant, que dois-​je faire pour hériter de la vie éternelle*+ ? ”","17  Bãmb sẽn dɩk sor n loogdẽ, rao n zoe n wa yĩgimd a rũm-kur bãmb taoor n sok bãmb yaa: “Karen-saam-sõngo, bõe la m segd n maan n wa paam vɩɩm sẽn ka sɛtã?”"
"18  Jésus lui dit : “ Pourquoi m’appelles-​tu bon+ ? Personne n’est bon, si ce n’est un seul : Dieu+.",18  A Zeezi yeela yẽ yaa: “Bõe yĩng tɩ fo boond maam tɩ sõngo? Ned kae n yaa sõng n zʋʋg Wẽnnaam ye.
"19  Tu connais les commandements : ‘ N’assassine pas+ ’, ‘ Ne commets pas d’adultère+ ’, ‘ Ne vole pas+ ’, ‘ Ne porte pas de faux témoignage+ ’, ‘ Ne spolie [personne]+ ’, ‘ Honore ton père et ta mère+. ’ ”","19  Fo mii tõodã: ‘Ra kʋ, ra yo, ra zu, ra kɩs kaset sẽn ka sɩda, ra zãmbe, waoog f ba la f ma.’ ”"
"20  L’homme lui dit : “ Enseignant, tous [ces commandements] je les ai gardés depuis ma jeunesse. ”","20  La raoã yeela bãmb yaa: “Karen-saamba, mam sɩng n tũuda bõn-kãensã fãa hal m yãadmẽ.”"
"21  Jésus le regarda et éprouva de l’amour pour lui, et il lui dit : “ Une chose te manque : Va, vends tout ce que tu as, et donne aux pauvres, et tu auras un trésor dans le ciel, puis viens, suis-​moi+. ”","21  A Zeezi gesa yẽ t’a sũur noom ne-a. Bãmb yeel-a lame: “Bũmb a ye n paoog foo: Kẽng n tɩ koos bũmb nins fo sẽn so wã n kõ naong rãmb tɩ rẽ la f na n paam arzɛk saasẽ, la f wa tũ maam.”"
"22  Mais [l’homme] s’assombrit à cette parole et s’en alla tout triste, car il avait beaucoup de propriétés+. ","22  La a Zeezi sẽn leok to-to wã sãama a sũurã t’a loog ne sũ-sãanga, a sẽn da tar paoong wʋsgã yĩnga. "
"23  Après avoir regardé tout autour, Jésus dit à ses disciples : “ Comme il sera difficile à ceux qui ont de l’argent+ d’entrer dans le royaume de Dieu+ ! ”","23  A Zeezi wẽneg n gesa sẽn karg-b n gũbg bãmbã, n yeel b karen-biisã: “Ad na n yɩɩ toog ne sẽn tar-b arzɛgsã tɩ b kẽ Wẽnnaam Rĩungã pʋgẽ!”"
"24  Les disciples étaient tout surpris+ de ses paroles. Alors Jésus leur dit de nouveau : “ [Mes] enfants, comme il est difficile d’entrer dans le royaume de Dieu !","24  B goamã linga karen-biisã. Rẽ la a Zeezi yeel-b yaa: “M kamba, ad Wẽnnaam Rĩungã pʋgẽ kõom yaa toogo!"
25  Il est plus facile à un chameau de passer par le trou d’une aiguille qu’à un riche d’entrer dans le royaume de Dieu+. ”,"25  Yaa nana tɩ yʋgemd tũ sũpĩim võorẽ n looge, n yɩɩd arzɛk soab sẽn na n kẽ Wẽnnaam Rĩungã pʋgẽ.”"
26  Ils n’en étaient que plus frappés et lui dirent : “ Qui donc peut être sauvé+ ? ”,"26  Karen-biisã maneg n yɛɛsa wʋsgo, n sok bãmba:* “Ãnda n sɩd tõe n paam fãagre?”"
"27  Les regardant bien en face, Jésus dit : “ Aux hommes, c’est impossible, mais non à Dieu, car tout est possible à Dieu+. ”","27  La a Zeezi gesa bãmb kuii, n yeele: “Sã n yaa ne ninsaalbã, pa bũmb sẽn tõe ye. La pa woto ne Wẽnnaam ye. Bala ne Wẽnnaam, bũmb fãa tõeeme.”"
28  Pierre commença à lui dire : “ Vois ! Nous avons tout quitté et nous t’avons suivi+. ”,28  Rẽ la a Pɩyɛɛr yeel-yã: “La tõnd basa bũmb fãa n tũ yãmba.”
"29  Jésus dit : “ Vraiment, je vous le dis : Personne n’a quitté maison, ou frères, ou sœurs, ou mère, ou père, ou enfants, ou champs, à cause de moi et à cause de la bonne nouvelle+,","29  T’a Zeezi yeele: “Sɩd-sɩda, mam yeta yãmb tɩ ned sã n bas roog wall ba-bi-rap bɩ ba-bi-pogse, pa rẽ bɩ ba wall ma, bɩ kamb wall pʋt mam yĩnga, la koe-noogã yĩnga,"
"30  qui ne reçoive au centuple+, maintenant, dans cette période-​ci, maisons, et frères, et sœurs, et mères, et enfants, et champs, avec des persécutions+, et dans le système de choses* à venir, la vie éternelle.","30  masã menga, a na n paama sẽn yɩɩd rẽ naoor koabga, (roto, ba-bi-rapa, ba-bi-pogse, ma-rãmba, kamba, la pʋto, ne namsgo,) la dũni ning sẽn watã* pʋgẽ, a na n paama vɩɩm sẽn ka sɛta."
"31  Cependant, beaucoup qui sont premiers seront derniers, et les derniers premiers+. ” ","31  La wʋsg sẽn yaa pipi rãmb na n lebga yaoolem dãmba, tɩ yaoolem dãmb lebg pipi rãmba.” "
"32  Et ils étaient en route, montant à Jérusalem, et Jésus marchait devant eux, et ils étaient dans la stupeur ; mais ceux qui suivaient prenaient peur. De nouveau il prit les douze à l’écart et commença à leur dire les choses qui devaient lui arriver+ :","32  Masã, b rɩka sor n dabd Zerizalɛm, t’a Zeezi lʋɩ bãmb taoore. Rẽ linga karen-biisã wʋsgo, tɩ neb nins sẽn da pʋgd bãmbã me yɛɛsdẽ. La a Zeezi le peega Piig la a yiibã n yi kɛɛnga, n sɩng n na n togs-b bõn-kãensã sẽn na n paam bãmbã, n yeele:"
"33  “ Voici que nous montons à Jérusalem, et le Fils de l’homme sera livré aux prêtres en chef et aux scribes, et ils le condamneront à mort et le livreront aux [hommes des] nations+,","33  “Ade! Tõnd dabda Zerizalɛm, la b na n yõka ninsaal Biigã n ning maan-kʋʋdbã taoor dãmb la gʋlsdbã nusẽ. B na n kaoa bãmb bʋʋd n yeel tɩ b toga ne kũum, n dɩk-b n ning bu-zẽmsã neb nusẽ,"
"34  et ils se moqueront de lui, et cracheront sur lui, et le fouetteront, et le tueront, mais trois jours après il ressuscitera+. ” ","34  tɩ b yaal bãmba, n tʋbs-b kolkoodo, n pãb bãmb ne kalwaas la b kʋ bãmba. La rasem a tãab-n-soabã daare,* b na n vʋʋgame.” "
"35  Et Jacques et Jean, les deux fils de Zébédée+, s’avancèrent vers lui et lui dirent : “ Enseignant, nous voulons que tu fasses pour nous ce que nous te demanderons+. ”","35  A Zak ne a Zã sẽn yaa a Zebede kom-dibli wã kolga bãmb n yeel-b yaa: “Karen-saamba, d ratame tɩ y sak n maan bũmb ning d sẽn na n kos yãmbã n kõ-do.”"
36  Il leur dit : “ Que voulez-​vous que je fasse pour vous ? ”,36  Tɩ b sok bãmba: “Bõe la yãmb dat tɩ m maan n kõ-yã?”
"37  Ils lui dirent : “ Accorde-​nous de nous asseoir, l’un à ta droite et l’autre à ta gauche, dans ta gloire+. ”","37  Tɩ b leok n yeele: “Kɩt-y tɩ d zĩnd ne yãmb y sã n wa rɩt naam y Rĩungã pʋgẽ. Nin-⁠yend yãmb nug-rɩtgo, t’a to wã yãmb nug-goabga.”"
"38  Mais Jésus leur dit : “ Vous ne savez pas ce que vous demandez. Pouvez-​vous boire la coupe que je suis en train de boire, ou être baptisés du baptême* dont je suis en train d’être baptisé+ ? ”","38  La a Zeezi yeel-b lame: “Yãmb pa mi yãmb sẽn kot bũmb ningã ye. Yãmb tõe n yũu bõn-yũudl ning mam sẽn yũudã, wall y reeg lisg ning b sẽn lisd maamã sɩda?”"
"39  Ils lui dirent : “ Nous le pouvons. ” Sur quoi Jésus leur dit : “ La coupe que je suis en train de boire, vous la boirez, et du baptême dont je suis en train d’être baptisé, vous serez baptisés+.","39  Tɩ b leok yaa: “Tõnd tõeeme.” Rẽ la a Zeezi yeel-ba: “Yãmb na n yũu bõn-yũudl ning mam sẽn yũudã, la y na n deega lisg ning b sẽn lisd maamã."
"40  Cependant, de s’asseoir à ma droite ou à ma gauche, [cela] n’est pas mien pour le donner+, mais cela appartient à ceux pour qui cela a été préparé. ” ","40  La sã n yaa ne zĩnd mam rɩtg bɩ m goabgã, pa maam n kõt rẽ ye. Zĩ-kãens yaa b sẽn segl neb nins yĩngã rẽnda.” "
"41  Eh bien, quand les dix autres apprirent cela, ils commencèrent à s’indigner contre Jacques et Jean+.","41  Piigã sẽn kellã sẽn wʋm dẽ, b sũy puuga ne a Zak la a Zã."
"42  Mais Jésus, après les avoir appelés à lui, leur dit : “ Vous savez que ceux qui paraissent gouverner les nations les commandent en maîtres et que leurs grands exercent le pouvoir sur elles+.","42  La a Zeezi boola bãmba, n yeele: “Yãmb miime tɩ bu-zẽmsã nanambs soo bãmb ne pãnga, la tɩ b nin-kãsemsã rɩta naam b zutu."
"43  Cela ne se passe pas ainsi parmi vous ; mais quiconque veut devenir grand parmi vous doit être votre serviteur*+,","43  Pa segd n yɩ woto yãmb sʋk ye. La ned ning sẽn dat n yɩ kãseng yãmb sʋk segd n yɩɩ yãmb tʋm-tʋmda,"
44  et quiconque veut être premier parmi vous doit être l’esclave de tous+.,44  tɩ ned ning sẽn dat n yɩ pipi soab yãmb sʋk yɩ yãmb fãa yamba.
"45  Car le Fils de l’homme lui-​même est venu, non pas pour être servi+, mais pour servir et donner son âme* comme rançon+ en échange de beaucoup+. ” ","45  Bala, baa ninsaal Biigã meng pa wa tɩ neb sõng bãmb ye. B waame n na n sõng nebã, la b kõ b vɩɩmã* tɩ yao neb wʋsg yĩnga.” "
"46  Et ils arrivèrent à Jéricho. Mais comme lui et ses disciples et une foule considérable sortaient de Jéricho, Bartimée (le fils de Timée), un mendiant aveugle, était assis au bord de la route+.","46  Rẽ poore, b taa Zeriko. La bãmb ne b karen-biisã la neb kʋʋngã sẽn wa n yit Zeriko wã, zoang sẽn yaa bõaas t’a yʋʋr boond t’a Bartime (a Time bi-ribla) n da zĩ sorã noore."
"47  Quand il entendit que c’était Jésus le Nazaréen, il commença à crier et à dire : “ Fils de David+, Jésus, aie pitié de moi+ ! ”","47  A sẽn wʋm tɩ yaa Nazarɛt rao a Zeezi wã, a sɩngame n zẽkd a koɛɛg n yetẽ: “Zeezi, a Davɩɩd Biiga, zoe-y mam nimbãanega!”"
"48  Et beaucoup lui disaient d’un ton sévère de se taire, mais il criait d’autant plus : “ Fils de David, aie pitié de moi+ ! ”","48  La neb wʋsg sɩnga a goama, n yetẽ t’a sĩndi. Baa ne rẽ, a maneg n zẽka a koɛɛg n yetẽ: “Davɩɩd Biiga, zoe-y mam nimbãanega!”"
"49  Jésus s’arrêta donc et dit : “ Appelez-​le. ” Et ils appelèrent l’aveugle en lui disant : “ Prends courage, lève-​toi, il t’appelle+. ”","49  Dẽ, a Zeezi yalsame n yeele: “Bool-y-yã-a t’a wa ka.” Nebã boola raoã sẽn yaa zoangã, n yeel-a: “Keng f pɛlga! Yik tɩ b boonda foom.”"
"50  Jetant son vêtement de dessus, il sauta sur ses pieds et alla vers Jésus.","50  A loba a zugẽ fuugã, n yik tao-tao n kẽng a Zeezi nengẽ."
"51  Et en réponse Jésus dit : “ Que veux-​tu que je fasse pour toi+ ? ” L’aveugle lui dit : “ Rabbouni*, que je retrouve la vue+. ”","51  Rẽ la a Zeezi sok-a: “Bõe la fo rat tɩ m maane?” Tɩ zoangã leok yaa: “Rabuni,* bɩ y kɩt tɩ m ninã le puki.”"
"52  Et Jésus lui dit : “ Va, ta foi t’a rétabli*+. ” Et aussitôt il retrouva la vue+, et il se mit à le suivre sur la route+.","52  T’a Zeezi yeel-a: “Kẽnge. Fo tẽebã kɩtame tɩ f paam laafɩ.” Zĩig pʋgẽ, a ninã pukame, t’a sɩng a Zeezi pʋgbo."
"11  Or, quand ils approchèrent de Jérusalem, de Bethphagé et de Béthanie+ au mont des Oliviers, il envoya deux de ses disciples+","11  B sẽn wa n kolg Zerizalɛm n ta Bɛtfaaze ne Betani sẽn be Oliiv tɩɩs tãngã zugã, a Zeezi tʋma b karen-biis a yiib"
"2  et leur dit : “ Allez au village que vous voyez devant vous, et dès que vous y pénétrerez, vous trouverez un ânon attaché, sur lequel aucun humain ne s’est encore assis ; déliez-​le et amenez-​le+.","2  n yeel-ba: “Kẽng-y tẽn-bilã sẽn tondã pʋgẽ. La y sã n ta bala, y na n yãa bõn-bil b sẽn loe. Yaa bõn-bil ned sẽn zɩ n zombe. Lok-y-yã-a n wa ka."
"3  Et si quelqu’un vous dit : ‘ Pourquoi faites-​vous cela ? ’ dites : ‘ Le Seigneur en a besoin, et il va le renvoyer tout de suite ici+. ’ ”","3  La ned sã n yeel yãmb tɩ ‘Bõe yĩng tɩ y lokd bõn-bilã?’ y segd n yeel-a lame tɩ ‘yaa Zu-soabã n dat-a, la tɩ b na n kɩtame tɩ b lebg n tall-a n wa mas-masã.’ ”"
"4  Ils s’en allèrent donc et trouvèrent l’ânon attaché près de la porte, dehors, dans la rue transversale*, et ils le délièrent+.","4  Dẽ, bãmb kẽngame n tɩ yã bõn-bilã b sẽn loe zak noor sor kɩrenga, tɩ b lok-a."
"5  Mais quelques-uns de ceux qui se tenaient là leur disaient : “ Que faites-​vous, à délier l’ânon+ ? ”",5  La neb nins sẽn da yas be wã kẽer soka bãmb yaa: “Bõe yĩng tɩ yãmb lokd bõn-bilã?”
6  Ils leur dirent comme Jésus avait dit ; et on les laissa aller+. ,"6  Karen-biisã togs-b-la bũmb ning a Zeezi sẽn yeel bãmbã bala, la b basa bãmb tɩ b looge. "
"7  Et ils amenèrent l’ânon+ à Jésus, et ils mirent sur [l’animal] leurs vêtements de dessus, et il s’assit sur lui+.","7  B talla bõn-bilã n wa a Zeezi nengẽ, n palg b zugẽ futã a zug t’a Zeezi zombe."
"8  De plus, beaucoup étendirent leurs vêtements de dessus+ sur la route, mais d’autres coupèrent des feuillages+ dans les champs+.","8  Sẽn paase, neb wʋsg tʋɩɩ b zugẽ futã sorã zugu, tɩ kẽer da kɛɛd tɩɩsã vãad pʋtẽ wã."
"9  Et ceux qui marchaient devant et ceux qui suivaient criaient : “ Sauve, nous t’en prions*+ ! Béni est celui qui vient au nom de Jéhovah*+ !",9  La sẽn da kẽnd-b bãmb taoorã ne sẽn da pʋgd-b bãmbã ra zẽkda b koees n yetẽ: “D kotame tɩ y fãag-ba! Bark bee ned ning sẽn wat ne a Zeova* yʋʋrã zugu!
"10  Béni est le royaume qui vient, [celui] de notre père David*+ ! Sauve, nous t’en prions, là-haut dans les hauteurs* ! ”",10  Bark bee tõnd ba a Davɩɩd Rĩungã sẽn watã zugu! D kota yãmb sẽn yaa Soab ning sẽn be hal yĩngrã tɩ y fãag-ba!”
"11  Et il entra à Jérusalem, dans le temple ; et il regarda à la ronde toutes choses, et, comme l’heure était déjà tardive, il sortit vers Béthanie avec les douze+. ","11  Bãmb taa Zerizalɛm n tɩ kẽ wẽnd-doogẽ wã n gilg n ges bũmb fãa. La zĩigã sẽn da rat n sobgã yĩnga, bãmb yiime n kẽng Betani ne Piig la a yiibã. "
"12  Le lendemain, lorsqu’ils furent sortis de Béthanie, il eut faim+.","12  Vẽkembeoogã, bãmb sẽn wa n yit Betani wã, kom n yõk a Zeezi."
"13  Et à distance il aperçut un figuier qui avait des feuilles, et il alla voir si peut-être il y trouverait quelque chose. Mais, en y venant, il ne trouva rien que des feuilles, car ce n’était pas la saison des figues+.","13  Bãmb yãa kankang sẽn be yɩɩg n tar vãado, n bʋdg n kẽng n na n tɩ ges b sã n na n yãa bũmbu. La b sẽn ta wã, b pa yã baa fʋɩ n zʋʋg vãadã ye. Bala, ra pa kankam wakat ye."
"14  Alors il lui dit : “ Que de toi personne ne mange plus de fruit, pour toujours+. ” Et ses disciples écoutaient. ","14  Dẽ, bãmb yeela kankangã yaa: “Ned kõn le rɩ fo biis a bada.” La bãmb karen-biisã ra kelgdame. "
"15  Et ils vinrent à Jérusalem. Là il entra dans le temple et commença à jeter dehors ceux qui vendaient et achetaient dans le temple, et il renversa les tables des changeurs et les bancs de ceux qui vendaient des colombes+ ;","15  Bãmb taa Zerizalɛm, t’a Zeezi tɩ kẽ wẽnd-doogẽ wã n dig neb nins sẽn koosd la b raad teed be wã n yiisi, la b leeb ligd-tekdbã taabl-dãmb ne marwal koaasdbã goeels n lubi."
"16  et il ne laissait personne transporter un ustensile à travers le temple,","16  Sẽn paase, b ra pa sakd tɩ ned zã teoog n tũ wẽnd-doogẽ wã n loog ye."
17  mais il enseignait et disait : “ N’est-​il pas écrit : ‘ Ma maison sera appelée une maison de prière+ pour toutes les nations+ ’ ? Mais vous en avez fait une grotte de bandits+. ”,17  B ra zãmsda nebã n yetẽ: “B pa gʋls n yeele: ‘B na n boola mam doogã tɩ pʋʋsg roog buud fãa yĩng’ sɩda? La yãmb kɩtame t’a lebg fãadb roogo.”
"18  Et les prêtres en chef et les scribes entendirent cela, et ils cherchaient comment le détruire+ ; en effet, ils avaient peur de lui, car toute la foule était continuellement frappée de son enseignement+. ","18  La maan-kʋʋdbã taoor dãmb ne gʋlsdbã wʋma rẽ, n da baood b sẽn na n maan to-to n paam a Zeezi n kʋ. Bala, b ra zoeta bãmba, kʋʋngã fãa sũy sẽn da noom ne b zãmsgã yĩnga. "
"19  Et quand il se faisait tard dans la journée, ils sortaient de la ville.","19  Zĩigã sẽn wa n kolg sobgrã, b yii tẽngã."
"20  Mais tandis qu’ils passaient tôt le matin, ils virent le figuier déjà desséché depuis les racines+.","20  La bãmb sẽn wa n loogd yibeoogã pĩndã, b yãa kankangã sẽn zoe n kʋɩ n tãag a yẽgã."
"21  Et Pierre, se rappelant, lui dit : “ Rabbi, vois : le figuier que tu as maudit s’est desséché+. ”","21  A Pɩyɛɛr tẽega bũmb ning sẽn da maanã n yeele: “Rabi,* ges-y-yã! Kankang ning yãmb sẽn da kãabã kʋɩɩme.”"
22  Et en réponse Jésus leur dit : “ Ayez foi en Dieu.,22  La a Zeezi leokame n yeel-ba: “Tẽ-y Wẽnnaam.
"23  Vraiment, je vous dis que quiconque dit à cette montagne : ‘ Sois soulevée et jetée dans la mer ’, et qui ne doute pas dans son cœur, mais a foi que ce qu’il dit va arriver, cela se fera pour lui+.","23  Sɩd-sɩda, mam yeta yãmb tɩ ned ning fãa sẽn na n yeel tãn-kãngã t’a ‘Zẽk n tɩ lʋɩ mogrã pʋgẽ,’ la a pa maand sãmb-sãmb a sũurẽ wã, n tar tẽeb tɩ bũmb ning a sẽn yeelã na n pidsame, na n yɩɩ woto."
"24  C’est pourquoi je vous le dis : Tout ce que vous demandez en priant, ayez foi que vous l’avez pour ainsi dire reçu, et vous l’aurez+.","24  Rẽ n so tɩ mam yet yãmb tɩ yãmb sẽn pʋʋsd n kot bũmb ning fãa, bɩ y tẽ tɩ y paam-a lame, la y na n paamame."
"25  Et lorsque vous êtes debout en prière, pardonnez+ ce que vous pouvez avoir contre quelqu’un, afin que votre Père qui est dans les cieux vous pardonne aussi vos fautes+. ”","25  La yãmb sã n wa pʋʋsdẽ, sẽn yaa bũmb ning fãa la ned maan n beeg-y bɩ y kõ-a sugri, tɩ rẽ la yãmb Ba sẽn be saasẽ wã me na n kõ yãmb sugr y beegrã yĩnga.”"
26 * —— ,26  *—⁠—⁠ 
"27  Et ils vinrent de nouveau à Jérusalem. Et comme il marchait dans le temple, les prêtres en chef, les scribes et les anciens vinrent à lui+","27  Bãmb lebg n waa Zerizalɛm. La a Zeezi sẽn wa n kẽnd wẽnd-doogẽ wã, maan-kʋʋdbã taoor dãmb ne gʋlsdbã, la nin-buiidã kãsem-dãmb kolgame"
28  et se mirent à lui dire : “ Par quel pouvoir* fais-​tu ces choses ? ou qui t’a donné ce pouvoir* pour les faire+ ? ”,28  n sok bãmb yaa: “Yaa ne tõ-bʋg la yãmb maand bõn-kãensã? Wall yaa ãnda n kõ yãmb tõ-kãng tɩ y maand bõn-kãensã?”
"29  Jésus leur dit : “ Je vais vous poser une seule question. Vous me répondez, et je vous dirai, moi aussi, par quel pouvoir* je fais ces choses+.","29  T’a Zeezi yeel-ba: “M na n soka yãmb sokre. Leok-y-ma, tɩ m yaool n togs yãmb mam sẽn maand bõn-kãensã ne tõog ningã."
